date,time,players
10-15,19:00:00,646758
10-15,19:10:00,647393
10-15,19:20:00,639604
10-15,19:30:00,633783
10-15,19:40:00,617016
10-15,19:50:00,606648
10-15,20:00:00,596879
10-15,20:10:00,580632
10-15,20:20:00,563962
10-15,20:30:00,558402
10-15,20:40:00,545124
10-15,20:50:00,527896
10-15,21:00:00,516202
10-15,21:10:00,504607
10-15,21:20:00,498406
10-15,21:30:00,470880
10-15,21:40:00,466119
10-15,21:50:00,453750
10-15,22:00:00,443586
10-15,22:10:00,433078
10-15,22:20:00,425142
10-15,22:30:00,417540
10-15,22:40:00,410588
10-15,22:50:00,397646
10-15,23:00:00,386574
10-15,23:10:00,384081
10-15,23:20:00,383816
10-15,23:30:00,362300
10-15,23:40:00,364779
10-15,23:50:00,364325
10-16,00:00:00,359221
10-16,00:10:00,362340
10-16,00:20:00,360839
10-16,00:30:00,361142
10-16,00:40:00,362727
10-16,00:50:00,356931
10-16,01:00:00,355682
10-16,01:10:00,356542
10-16,01:20:00,342871
10-16,01:30:00,337521
10-16,01:40:00,341389
10-16,01:50:00,343529
10-16,02:00:00,348763
10-16,02:10:00,353694
10-16,02:20:00,355112
10-16,02:30:00,362074
10-16,02:40:00,370267
10-16,02:50:00,366047
10-16,03:00:00,364302
10-16,03:10:00,369121
10-16,03:20:00,372975
10-16,03:30:00,373261
10-16,03:40:00,374315
10-16,03:50:00,370351
10-16,04:00:00,371351
10-16,04:10:00,371990
10-16,04:20:00,370134
10-16,04:30:00,359824
10-16,04:40:00,366089
10-16,04:50:00,364859
10-16,05:00:00,362275
10-16,05:10:00,365239
10-16,05:20:00,368405
10-16,05:30:00,368725
10-16,05:40:00,366887
10-16,05:50:00,365154
10-16,06:00:00,367372
10-16,06:10:00,370162
10-16,06:20:00,373120
10-16,06:30:00,375257
10-16,06:40:00,377399
10-16,06:50:00,375074
10-16,07:00:00,375130
10-16,07:10:00,379446
10-16,07:20:00,384113
10-16,07:30:00,375171
10-16,07:40:00,386404
10-16,07:50:00,393793
10-16,08:00:00,398642
10-16,08:10:00,400905
10-16,08:20:00,403961
10-16,08:30:00,408960
10-16,08:40:00,413380
10-16,08:50:00,412243
10-16,09:00:00,411823
10-16,09:10:00,421841
10-16,09:20:00,428704
10-16,09:30:00,432547
10-16,09:40:00,434238
