date,time,players
10-15,08:40:00,102871
10-15,08:50:00,103458
10-15,09:00:00,103903
10-15,09:10:00,103980
10-15,09:20:00,104393
10-15,09:30:00,104397
10-15,09:40:00,103509
10-15,09:50:00,103905
10-15,10:00:00,104040
10-15,10:10:00,102922
10-15,10:20:00,103565
10-15,10:30:00,103924
10-15,10:40:00,103845
10-15,10:50:00,104676
10-15,11:00:00,105304
10-15,11:10:00,106189
10-15,11:20:00,107207
10-15,11:30:00,108280
10-15,11:40:00,108593
10-15,11:50:00,109527
10-15,12:00:00,110203
10-15,12:10:00,111307
10-15,12:20:00,112546
10-15,12:30:00,113331
10-15,12:40:00,113857
10-15,12:50:00,115041
10-15,13:00:00,116261
10-15,13:10:00,116776
10-15,13:20:00,117901
10-15,13:30:00,118386
10-15,13:40:00,118841
10-15,13:50:00,119389
10-15,14:00:00,119779
10-15,14:10:00,119544
10-15,14:20:00,119834
10-15,14:30:00,119481
10-15,14:40:00,118998
10-15,14:50:00,115107
10-15,15:00:00,114894
10-15,15:10:00,113644
10-15,15:20:00,112183
10-15,15:30:00,111826
10-15,15:40:00,110697
10-15,15:50:00,109262
10-15,16:00:00,107923
10-15,16:10:00,105968
10-15,16:20:00,104585
10-15,16:30:00,103326
10-15,16:40:00,101779
10-15,16:50:00,98527
10-15,17:00:00,97083
10-15,17:10:00,95837
10-15,17:20:00,94527
10-15,17:30:00,93660
10-15,17:40:00,92636
10-15,17:50:00,92128
10-15,18:00:00,91431
10-15,18:10:00,90567
10-15,18:20:00,89713
10-15,18:30:00,88905
10-15,18:40:00,87922
10-15,18:50:00,87032
10-15,19:00:00,85726
10-15,19:10:00,84767
10-15,19:20:00,83437
10-15,19:30:00,82755
10-15,19:40:00,79889
10-15,19:50:00,78835
10-15,20:00:00,77885
10-15,20:10:00,76538
10-15,20:20:00,76049
10-15,20:30:00,75824
10-15,20:40:00,75137
10-15,20:50:00,74301
10-15,21:00:00,73314
10-15,21:10:00,72086
10-15,21:20:00,71272
10-15,21:30:00,70190
10-15,21:40:00,69276
10-15,21:50:00,68116
10-15,22:00:00,67295
10-15,22:10:00,66413
10-15,22:20:00,65786
10-15,22:30:00,65311
10-15,22:40:00,64847
10-15,22:50:00,64181
10-15,23:00:00,63578
10-15,23:10:00,63019
10-15,23:20:00,62503
10-15,23:30:00,62006
10-15,23:40:00,61804
10-15,23:50:00,61968
10-16,00:00:00,62514
10-16,00:10:00,62976
10-16,00:20:00,63798
10-16,00:30:00,64721
10-16,00:40:00,66242
10-16,00:50:00,67152
10-16,01:00:00,68734
10-16,01:10:00,69734
10-16,01:20:00,67631
10-16,01:30:00,71352
10-16,01:40:00,73809
10-16,01:50:00,75352
10-16,02:00:00,76790
10-16,02:10:00,78460
10-16,02:20:00,78607
10-16,02:30:00,79550
10-16,02:40:00,80080
10-16,02:50:00,81637
10-16,03:00:00,82004
10-16,03:10:00,80274
10-16,03:20:00,80829
10-16,03:30:00,81075
10-16,03:40:00,81368
10-16,03:50:00,81461
10-16,04:00:00,81749
10-16,04:10:00,82041
10-16,04:20:00,82710
10-16,04:30:00,83178
10-16,04:40:00,83470
10-16,04:50:00,83775
10-16,05:00:00,83786
10-16,05:10:00,84131
10-16,05:20:00,84371
10-16,05:30:00,84828
10-16,05:40:00,85571
10-16,05:50:00,86388
10-16,06:00:00,87281
10-16,06:10:00,88580
10-16,06:20:00,89257
10-16,06:30:00,89929
10-16,06:40:00,90912
10-16,06:50:00,91899
10-16,07:00:00,92340
10-16,07:10:00,92601
10-16,07:20:00,94348
10-16,07:30:00,94779
10-16,07:40:00,95518
10-16,07:50:00,96043
10-16,08:00:00,97111
10-16,08:10:00,97334
10-16,08:20:00,98604
10-16,08:30:00,98832
10-16,08:40:00,99618
10-16,08:50:00,100252
10-16,09:00:00,100609
10-16,09:10:00,100475
10-16,09:20:00,101118
10-16,09:30:00,101057
10-16,09:40:00,100435
10-16,09:50:00,100548
10-16,10:00:00,100879
10-16,10:10:00,99667
10-16,10:20:00,100553
10-16,10:30:00,101254
10-16,10:40:00,101231
10-16,10:50:00,101656
10-16,11:00:00,102029
10-16,11:10:00,102816
10-16,11:20:00,103702
10-16,11:30:00,104475
10-16,11:40:00,105126
10-16,11:50:00,106394
10-16,12:00:00,107139
10-16,12:10:00,107987
10-16,12:20:00,109314
10-16,12:30:00,110411
10-16,12:40:00,111308
10-16,12:50:00,111766
10-16,13:00:00,113152
10-16,13:10:00,113791
10-16,13:20:00,114577
10-16,13:30:00,115144
10-16,13:40:00,115676
10-16,13:50:00,116150
10-16,14:00:00,116179
10-16,14:10:00,116059
10-16,14:20:00,115763
10-16,14:30:00,115621
10-16,14:40:00,115324
10-16,14:50:00,115112
10-16,15:00:00,114549
10-16,15:10:00,113490
10-16,15:20:00,111222
10-16,15:30:00,110290
10-16,15:40:00,109418
10-16,15:50:00,108284
10-16,16:00:00,107147
10-16,16:10:00,105262
10-16,16:20:00,103620
10-16,16:30:00,102348
10-16,16:40:00,100965
10-16,16:50:00,99833
10-16,17:00:00,98711
10-16,17:10:00,97440
10-16,17:20:00,96457
10-16,17:30:00,95518
10-16,17:40:00,95143
10-16,17:50:00,94418
10-16,18:00:00,93530
10-16,18:10:00,92413
10-16,18:20:00,91552
10-16,18:30:00,90882
10-16,18:40:00,89979
10-16,18:50:00,88489
10-16,19:00:00,88380
10-16,19:10:00,87376
10-16,19:20:00,86404
10-16,19:30:00,85262
10-16,19:40:00,84443
10-16,19:50:00,83542
